word,prob,freq,plural
laker,32.82612471773493,,
taker,32.82265068612124,,
fairs,32.80875455966649,,Plural
loafs,32.805280528052805,,Plural
foals,32.805280528052805,,Plural
fatso,32.80180649643912,,
codas,32.79833246482543,,Plural
yokes,32.79138440159805,,Plural
yearn,32.78791036998437,,
salty,32.78791036998437,,
frats,32.784436338370675,,Plural
rafts,32.784436338370675,,Plural
farts,32.784436338370675,,Plural
cards,32.78096230675699,,Plural
lands,32.77054021191593,,Plural
lubes,32.76706618030224,,Plural
blues,32.76706618030224,,Plural
stand,32.76706618030224,303462.0,
tubes,32.76359214868855,,Plural
pards,32.749696022233806,,Plural
temps,32.74274795900643,,Plural
mason,32.73927392739274,,
wines,32.73927392739274,,Plural
moans,32.73927392739274,,Plural
swine,32.73927392739274,,
sinew,32.73927392739274,,
screw,32.72885183255168,25632.0,
crews,32.72885183255168,,Plural
afire,32.72537780093799,,
faire,32.72537780093799,,
newts,32.71495570609692,,Plural
feral,32.70453361125586,,
flare,32.70453361125586,,
after,32.70105957964218,745154.0,
raced,32.697585548028485,,
cadre,32.697585548028485,,
cared,32.697585548028485,,
arced,32.697585548028485,,
cedar,32.697585548028485,,
lions,32.6941115164148,,Plural
loins,32.6941115164148,,Plural
dikes,32.69411151641479,,Plural
skied,32.69411151641479,,
eland,32.687163453187424,,
laden,32.687163453187424,,
anted,32.68368942157373,,
chest,32.67326732673267,44918.0,
techs,32.67326732673267,,Plural
raped,32.6663192635053,,
drape,32.6663192635053,,
padre,32.6663192635053,,
pared,32.6663192635053,,
guise,32.66284523189161,,
mails,32.66284523189161,,Plural
strop,32.648949105436856,,
sport,32.648949105436856,114894.0,
ports,32.648949105436856,,Plural
helps,32.64547507382317,,Plural
shlep,32.64547507382317,,
glues,32.64200104220948,,Plural
smoke,32.64200104220948,32716.0,
gules,32.64200104220948,,Plural
reman,32.638527010595794,,
malts,32.638527010595794,,Plural
namer,32.638527010595794,,
guest,32.638527010595794,65818.0,
dynes,32.63505297898211,,Plural
recto,32.59683863123155,,
liner,32.59336459961786,,
inert,32.58989056800417,,
inter,32.58989056800417,,
niter,32.58989056800417,,
warts,32.589890568004165,,Plural
swart,32.589890568004165,,
straw,32.589890568004165,,
lento,32.58641653639049,,
email,32.579468473163104,52826.0,
zones,32.57599444154942,,Plural
poler,32.56904637832204,,
loper,32.56904637832204,,
toper,32.56557234670836,,
hails,32.562098315094666,,Plural
saith,32.55862428348098,,
exams,32.558624283480974,,Plural
metal,32.55515025186729,46260.0,
mazes,32.54472815702623,,Plural
halts,32.53778009379885,,Plural
laths,32.53778009379885,,Plural
shalt,32.53778009379885,,
exist,32.50998784088935,103550.0,
exits,32.50998784088935,,Plural
drays,32.50998784088935,,Plural
yards,32.50998784088935,,Plural
water,32.50651380927567,342574.0,
cases,32.4960917144346,,Plural
cease,32.4960917144346,13982.0,
mends,32.48566961959354,,Plural
ratio,32.48219558797985,26305.0,
bergs,32.4682994615251,,Plural
pease,32.464825429911414,,
passe,32.464825429911414,,
apses,32.464825429911414,,Plural
lathe,32.454403335070346,,
ulnas,32.450929303456654,,Plural
tuans,32.44745527184297,,Plural
tunas,32.44745527184297,,Plural
aunts,32.44745527184297,,Plural
hazes,32.443981240229284,,Plural
supra,32.43008511377453,,
ready,32.426611082160846,151349.0,
deary,32.426611082160846,,
rayed,32.426611082160846,,
story,32.40924092409241,432184.0,
tyros,32.40924092409241,,Plural
fresh,32.40229286086503,77195.0,
wised,32.37797463956922,,
unate,32.364078513114464,,
mrads,32.36060448150078,,Plural
drams,32.36060448150078,,Plural
welds,32.357130449887094,,Plural
solid,32.33281222859128,40301.0,
idols,32.33281222859128,,Plural
toyer,32.32586416536391,,
meows,32.3258641653639,,Plural
dirts,32.31196803890915,,Plural
dolts,32.308494007295465,,Plural
drone,32.308494007295465,,
plebs,32.30154594406809,,Plural
armed,32.27722772277228,25972.0,
dream,32.27722772277228,104797.0,
brans,32.277227722772274,,Plural
barns,32.277227722772274,,Plural
storm,32.25985756470384,60280.0,
morts,32.25985756470384,,Plural
shard,32.25985756470384,,
helms,32.256383533090144,,Plural
oiled,32.24943546986278,,
oldie,32.24943546986278,,
fuels,32.23206531179434,,Plural
riled,32.23206531179434,,
flues,32.23206531179434,,Plural
idler,32.23206531179434,,
tired,32.22859128018065,49972.0,
fetus,32.22859128018065,,Plural
tried,32.22859128018065,,
duces,32.22511724856696,,Plural
essay,32.22511724856696,29637.0,
whose,32.22511724856696,147491.0,
basil,32.21816918533958,,
bails,32.21816918533958,,Plural
dozes,32.2146951537259,,Plural
baits,32.2146951537259,,Plural
absit,32.2146951537259,,
beano,32.211221122112214,,
shrew,32.20774709049852,,
moire,32.20079902727115,,
pseud,32.193850964043776,,
dupes,32.193850964043776,,Plural
spued,32.19385096404377,,
blast,32.19385096404377,12661.0,
blats,32.19385096404377,,Plural
morel,32.17995483758902,,
kerbs,32.17995483758902,,Plural
metro,32.17648080597534,,
heard,32.17648080597533,,
menus,32.16605871113427,,Plural
short,32.15911064790689,144842.0,
table,32.11047420531526,238887.0,
bleat,32.11047420531526,,
nones,32.10700017370158,,Plural
noses,32.10700017370158,,Plural
noose,32.10700017370158,,
neons,32.10700017370158,,Plural
coves,32.09657807886052,,Plural
lauds,32.08963001563314,,Plural
gaits,32.08963001563314,,Plural
vines,32.08963001563314,,Plural
veins,32.08963001563314,,Plural
duals,32.08963001563314,,Plural
sneer,32.08963001563314,,
agone,32.086155984019456,,
holer,32.07920792079208,,
other,32.075733889178395,1539952.0,
throe,32.075733889178395,,
masse,32.07573388917839,,
seams,32.07573388917839,,Plural
mesas,32.07573388917839,,Plural
range,32.06878582595102,88892.0,
anger,32.06878582595102,30587.0,
vents,32.065311794337326,,Plural
bytes,32.05836373110995,,Plural
arums,32.04099357304151,,Plural
bends,32.04099357304151,,Plural
isles,32.03057147820045,,Plural
lisle,32.03057147820045,,
sites,32.027097446586765,,Plural
sties,32.027097446586765,,Plural
adieu,32.027097446586765,,
clans,32.0166753517457,,Plural
louis,32.01320132013201,,Plural
scant,32.01320132013201,,
cants,32.01320132013201,,Plural
canst,32.01320132013201,,
capos,32.01320132013201,,Plural
agile,32.00972728851833,,
sleet,32.006253256904635,,
spina,32.006253256904635,,
stele,32.006253256904635,,
pains,32.006253256904635,,Plural
waves,32.006253256904635,,Plural
laude,32.006253256904635,,
tells,32.006253256904635,,Plural
steel,32.006253256904635,29886.0,
carps,31.99583116206357,,Plural
scarp,31.99583116206357,,
scrap,31.99583116206357,,
craps,31.99583116206357,,Plural
louts,31.9888830988362,,Plural
lotus,31.9888830988362,,Plural
plans,31.98540906722251,,Plural
soars,31.981935035608824,,Plural
pants,31.981935035608824,,Plural
roars,31.981935035608824,,Plural
gazes,31.974986972381448,,Plural
ashes,31.974986972381444,,Plural
salvo,31.961090845926694,,
ovals,31.961090845926694,,Plural
lance,31.9332985930172,,
clean,31.9332985930172,60059.0,
enact,31.929824561403507,13451.0,
bards,31.91592843494876,,Plural
drabs,31.91592843494876,,Plural
brads,31.91592843494876,,Plural
pacer,31.912454403335072,,
caper,31.912454403335072,,
recap,31.912454403335072,,
uteri,31.908980371721384,,
pikes,31.90898037172138,,Plural
kepis,31.90898037172138,,Plural
spike,31.90898037172138,,
penal,31.90203230849401,,
plane,31.90203230849401,70679.0,
panel,31.90203230849401,50544.0,
plena,31.90203230849401,,
paten,31.89855827688032,,
kelps,31.88813618203925,,Plural
ovate,31.874240055584508,,
snark,31.863817960743443,,
ranks,31.863817960743443,,Plural
brews,31.863817960743443,,Plural
ravel,31.860343929129755,,
velar,31.860343929129755,,
laver,31.860343929129755,,
avert,31.85686989751607,,
abode,31.849921834288693,,
adobe,31.849921834288693,,
beard,31.832551676220252,,
bread,31.832551676220252,34840.0,
bared,31.832551676220252,,
debar,31.832551676220252,,
goads,31.80823345492444,,Plural
beths,31.80823345492444,,Plural
sedum,31.80475942331075,,
mused,31.80475942331075,,
ikats,31.801285391697064,,Plural
oaken,31.797811360083376,,
clefs,31.79781136008337,,Plural
drags,31.790863296856,,Plural
grads,31.790863296856,,Plural
talks,31.780441202014934,,Plural
stalk,31.780441202014934,,
ayins,31.766545075560185,,Plural
scary,31.756122980719123,23596.0,
dosed,31.745700885878065,,
doses,31.745700885878065,,Plural
tansy,31.742226854264374,,
snarf,31.742226854264374,,
nasty,31.742226854264374,16504.0,
antsy,31.742226854264374,,
soapy,31.742226854264374,,
roble,31.735278791037,,
dives,31.72833072780962,,Plural
vised,31.72833072780962,,
dress,31.72833072780962,56967.0,Plural
seder,31.72833072780962,,
reeds,31.72833072780962,,Plural
prays,31.724856696195936,,Plural
raspy,31.724856696195936,,
spray,31.724856696195936,,
alike,31.721382664582247,12770.0,
giros,31.71443460135487,,Plural
raged,31.707486538127498,,
grade,31.707486538127498,60710.0,
garde,31.707486538127498,,
velds,31.70748653812749,,Plural
fails,31.68316831683168,,Plural
fiats,31.679694285217995,,Plural
acids,31.676220253604303,,Plural
moves,31.676220253604303,,Plural
yikes,31.66927219037693,,Plural
yenta,31.65885009553587,,
flats,31.65885009553587,,Plural
scald,31.65537606392218,,
clads,31.65537606392218,,Plural
tykes,31.64495396908112,,Plural
kerfs,31.64495396908112,,Plural
payer,31.641479937467437,,
repay,31.641479937467437,,
scorn,31.638005905853746,,
corns,31.63800590585374,,Plural
abase,31.63105784262637,,
bases,31.63105784262637,,Plural
babes,31.63105784262637,,Plural
comas,31.624109779398992,,Plural
mains,31.61716171617161,,Plural
minas,31.61716171617161,,Plural
ogler,31.61021365294424,,
crams,31.60673962133055,,Plural
scram,31.60673962133055,,
clews,31.603265589716862,,Plural
genus,31.59631752648949,,Plural
wipes,31.5928434948758,,Plural
swipe,31.5928434948758,,
coils,31.57894736842105,,Plural
faxes,31.578947368421048,,Plural
stoic,31.575473336807367,,
prams,31.575473336807363,,Plural
shove,31.575473336807363,14456.0,
fetal,31.575473336807363,,
ramps,31.575473336807363,,Plural
laced,31.57199930519368,,
decal,31.57199930519368,,
cadet,31.56852527357999,,
acted,31.56852527357999,,
swept,31.56852527357999,,
fazes,31.5650512419663,,Plural
crits,31.55810317873892,,Plural
crone,31.55462914712524,,
colts,31.55462914712524,,Plural
clots,31.55462914712524,,Plural
warns,31.547681083897864,,Plural
spoil,31.54768108389786,,
polis,31.54768108389786,,Plural
lints,31.54768108389786,,Plural
posit,31.54420705228417,,
plead,31.54073302067049,18129.0,
paled,31.54073302067049,,
pedal,31.54073302067049,,
cameo,31.540733020670487,,
adept,31.5372589890568,,
taped,31.5372589890568,,
amine,31.53378495744311,,
strip,31.526836894215734,23266.0,
jakes,31.526836894215734,,Plural
trips,31.526836894215734,,Plural
sprit,31.526836894215734,,
plots,31.52336286260205,,Plural
chaos,31.52336286260205,17809.0,Plural
cream,31.52336286260205,38234.0,
prone,31.52336286260205,,
macer,31.52336286260205,,
mikes,31.51988883098836,,Plural
meant,31.509466736147296,,
chars,31.50599270453361,,Plural
crash,31.50599270453361,25472.0,
sages,31.50599270453361,,Plural
gases,31.50599270453361,,Plural
fends,31.50599270453361,,Plural
gages,31.50599270453361,,Plural
darks,31.502518672919923,,Plural
remap,31.49209657807886,,
wails,31.48862254646517,,Plural
waits,31.485148514851485,,Plural
waist,31.485148514851485,,
relic,31.478200451624108,,
trice,31.474726420010423,,
sharp,31.47472642001042,34272.0,
coxes,31.47472642001042,,Plural
harps,31.47472642001042,,Plural
sugar,31.47125238839673,49230.0,
nixes,31.467778356783043,,Plural
inlet,31.46430432516936,,
peril,31.44693416710092,,
petri,31.44346013548724,,
tripe,31.44346013548724,,
expos,31.44346013548723,,Plural
poxes,31.44346013548723,,Plural
souse,31.426089977418798,,
reach,31.422615945805106,193684.0,
raked,31.41914191419142,,
drake,31.41914191419142,,
sheik,31.41914191419141,,
hikes,31.41914191419141,,Plural
reuse,31.408719819350356,,
users,31.408719819350356,,Plural
neath,31.408719819350356,,
thane,31.408719819350356,,
suers,31.408719819350356,,Plural
surer,31.408719819350356,,
ruses,31.408719819350356,,Plural
russe,31.408719819350356,,
daisy,31.405245787736668,,
stork,31.40177175612298,,
argue,31.38787562966823,114425.0,
auger,31.38787562966823,,
sadly,31.38440159805454,13633.0,
waxes,31.384401598054534,,Plural
gibes,31.36355740837241,,Plural
bused,31.360083376758727,,
trial,31.339239187076604,92762.0,
trail,31.339239187076604,42439.0,
cauls,31.335765155462912,,Plural
toker,31.31839499739448,,
wends,31.311446934167098,,Plural
nukes,31.307972902553413,,Plural
tzars,31.304498870939724,,Plural
delay,31.30102483932604,20668.0,
sputa,31.30102483932604,,
fader,31.29755080771235,,
fared,31.29755080771235,,
frost,31.28018064964391,,
forts,31.28018064964391,,Plural
scrod,31.276706618030225,,
cords,31.276706618030225,,Plural
flesh,31.276706618030214,22204.0,
shelf,31.276706618030214,21854.0,
hefts,31.273232586416533,,Plural
rinds,31.26975855480285,,Plural
maids,31.25586242834809,,Plural
ahoys,31.25238839673441,,Plural
acute,31.24891436512072,,
prods,31.245440333507037,,Plural
drops,31.245440333507037,,Plural
relax,31.238492270279657,32948.0,
laxer,31.238492270279657,,
taxer,31.23501823866597,,
extra,31.23501823866597,63392.0,
morns,31.21764808059753,,Plural
sakes,31.21764808059753,,Plural
norms,31.21764808059753,,Plural
taupe,31.21764808059753,,
verbs,31.21417404898385,,Plural
inode,31.203751954142785,,
forte,31.19680389091541,,
fetor,31.19680389091541,,
cored,31.19332985930172,,
coder,31.19332985930172,,
decor,31.19332985930172,,
credo,31.19332985930172,,
draws,31.186381796074343,,Plural
diner,31.186381796074343,,
sward,31.186381796074343,,
wards,31.186381796074343,,Plural
olden,31.18290776446066,,
toned,31.179433732846967,,
noted,31.179433732846967,,
amide,31.17248566961959,,
aimed,31.17248566961959,,
basin,31.17248566961959,,
media,31.17248566961959,162177.0,
pored,31.162063574778536,,
doper,31.162063574778536,,
roped,31.162063574778536,,
trend,31.16206357477853,52452.0,
crabs,31.16206357477853,,Plural
limos,31.15858954316484,,Plural
omits,31.15511551155116,,Plural
moist,31.15511551155116,,
hayer,31.151641479937467,,
medal,31.151641479937467,17200.0,
lamed,31.151641479937467,,
mated,31.14816744832378,,
tamed,31.14816744832378,,
trims,31.13774535348271,,Plural
molts,31.13427132186903,,Plural
hadst,31.13079729025534,,
shnor,31.11690116380059,,
horns,31.11690116380059,,Plural
shorn,31.11690116380059,,
wader,31.10300503734584,,
tilde,31.10300503734584,,
tiled,31.10300503734584,,
safes,31.09605697411846,,Plural
sized,31.092582942504777,,
marsh,31.0856348792774,,
worst,31.0856348792774,,
worts,31.0856348792774,,Plural
harms,31.0856348792774,,Plural
trows,31.0856348792774,,Plural
welsh,31.082160847663708,,
radio,31.078686816050027,84218.0,
brace,31.078686816050027,,
whets,31.078686816050023,,Plural
thews,31.078686816050023,,Plural
bikes,31.07521278443633,,Plural
miler,31.057842626367897,,
timer,31.05436859475421,,
mitre,31.05436859475421,,
hoist,31.05436859475421,,
merit,31.05436859475421,13286.0,
miter,31.05436859475421,,
remit,31.05436859475421,,
haled,31.050894563140528,,
motel,31.050894563140524,,
hated,31.04742053152684,,
death,31.04742053152684,233153.0,
gains,31.047420531526832,,Plural
crags,31.03699843668577,,Plural
shirt,31.036998436685767,46579.0,
honer,31.03352440507209,,
sloth,31.03352440507209,,
heron,31.03352440507209,,
joeys,31.030050373458398,,Plural
slang,31.02657634184471,,
glans,31.026576341844702,,Plural
tangs,31.02310231023102,,Plural
gnats,31.02310231023102,,Plural
angst,31.02310231023102,,
spume,31.019628278617333,,
lower,31.005732152162587,35791.0,
grasp,31.005732152162583,13477.0,
wrote,31.002258120548905,,
tower,31.002258120548905,31252.0,
harem,31.00225812054889,,
secco,30.991836025707837,,
unsew,30.99183602570783,,
nines,30.984887962480457,,Plural
sines,30.984887962480457,,Plural
nisei,30.984887962480457,,
seine,30.984887962480457,,
feuar,30.977939899253084,,
cress,30.974465867639395,,Plural
vices,30.974465867639392,,Plural
poses,30.96056974118465,,Plural
pesos,30.96056974118465,,Plural
popes,30.96056974118465,,Plural
posse,30.96056974118465,,
nests,30.96056974118464,,Plural
teens,30.96056974118464,,Plural
tents,30.96056974118464,,Plural
tense,30.96056974118464,,
scour,30.95709570957096,,
grace,30.95362167795727,22995.0,
their,30.95362167795727,2417058.0,
cager,30.95362167795727,,
hotel,30.95014764634358,81364.0,
ruins,30.95014764634358,,Plural
dukes,30.94667361472989,,Plural
angle,30.943199583116208,29422.0,
glean,30.943199583116208,,
angel,30.943199583116208,38155.0,
press,30.943199583116204,119485.0,Plural
preps,30.943199583116204,,Plural
snout,30.943199583116204,,
spree,30.943199583116204,,
peers,30.943199583116204,,Plural
agent,30.93972555150252,95371.0,
runts,30.92582942504777,,Plural
turns,30.92582942504777,,Plural
pours,30.92582942504777,,Plural
gaper,30.92235539343408,,
grape,30.92235539343408,,
pager,30.92235539343408,,
novas,30.915407330206705,,Plural
mauls,30.9154073302067,,Plural
alums,30.9154073302067,,Plural
musta,30.911933298593016,,
picas,30.89108910891089,,Plural
aspic,30.89108910891089,,
brays,30.89108910891089,,Plural
oasis,30.87719298245614,,Plural
necks,30.87371895084245,,Plural
scalp,30.870244919228764,,
claps,30.870244919228764,,Plural
clasp,30.870244919228764,,
pacts,30.86677088761508,,Plural
inure,30.866770887615075,,
urine,30.866770887615075,,
outen,30.8598228243877,,
arias,30.8598228243877,,Plural
saris,30.8598228243877,,Plural
dorms,30.85634879277401,,Plural
lasso,30.85634879277401,,
toast,30.85287476116033,,
stoas,30.85287476116033,,Plural
stoat,30.85287476116033,,
tuner,30.842452666319264,,
vails,30.838978634705573,,Plural
vials,30.838978634705573,,Plural
vista,30.835504603091888,,
stars,30.835504603091888,,Plural
tsars,30.835504603091888,,Plural
vitas,30.835504603091888,,Plural
tarts,30.835504603091888,,Plural
start,30.835504603091888,578246.0,
novae,30.8320305714782,,
fused,30.825082508250823,,
feuds,30.825082508250823,,Plural
raven,30.81466041340976,,
hauls,30.81466041340976,,Plural
hulas,30.81466041340976,,Plural
yerba,30.80771235018239,,
balds,30.790342192113947,,Plural
place,30.786868160500266,508803.0,
epact,30.78339412888657,,
yogas,30.78339412888657,,Plural
airer,30.776446065659197,,
aerie,30.776446065659197,,
grays,30.76602397081813,,Plural
luxes,30.76602397081813,,Plural
tuxes,30.762549939204444,,Plural
alive,30.75560187597707,69360.0,
areal,30.75560187597707,,
treat,30.752127844363383,101438.0,
terra,30.752127844363383,,
tater,30.752127844363383,,
eater,30.752127844363383,,
rater,30.752127844363383,,
tetra,30.752127844363383,,
vitae,30.752127844363383,,
racks,30.74865381274969,,Plural
barms,30.74170574952232,,Plural
stank,30.734757686294945,,
tanks,30.734757686294945,,Plural
valet,30.731283654681256,,
abide,30.727809623067568,,
haute,30.727809623067568,,
parks,30.717387528226507,,Plural
spark,30.717387528226507,12395.0,
boils,30.71391349661281,,Plural
obits,30.71043946499913,,Plural
blade,30.706965433385445,19562.0,
baled,30.706965433385445,,
abled,30.706965433385445,,
bated,30.70349140177176,,
eyers,30.70349140177176,,Plural
tribs,30.69306930693069,,Plural
blots,30.689595275317004,,Plural
bolts,30.689595275317004,,Plural
boner,30.689595275317004,,
borne,30.689595275317004,,
yours,30.68612124370332,46632.0,Plural
gayer,30.68264721208963,,
horde,30.67222511724857,,
creak,30.665277054021196,,
glads,30.66527705402119,,Plural
vends,30.661803022407504,,Plural
amber,30.658328990793816,,
bream,30.658328990793816,,Plural
ankle,30.65485495918013,15182.0,
taken,30.65138092756644,,
brash,30.640958832725374,,
clays,30.630536737884317,,Plural
scaly,30.630536737884317,,
scarf,30.627062706270625,,
sides,30.623588674656936,,Plural
sided,30.623588674656936,,
grams,30.61664061142956,,Plural
biter,30.60969254820219,,
tribe,30.60969254820219,25147.0,
boxes,30.609692548202183,,Plural
cubes,30.6062185165885,,Plural
sleds,30.602744484974814,,Plural
dells,30.60274448497481,,Plural
steed,30.59927045336113,,
splay,30.599270453361125,,
plays,30.599270453361125,,Plural
palsy,30.599270453361125,,
pasty,30.59579642174744,,
patsy,30.59579642174744,,
juste,30.58884835852006,,
jutes,30.58884835852006,,Plural
glade,30.581900295292687,,
gated,30.578426263679,,
pubes,30.57495223206531,,Plural
obeah,30.574952232065307,,
memos,30.571478200451622,,Plural
moose,30.571478200451622,,Plural
girls,30.57147820045162,,Plural
grits,30.56800416883793,,Plural
grist,30.56800416883793,,
girts,30.56800416883793,,Plural
durst,30.56453013722425,,
goner,30.56453013722425,,
negro,30.56453013722425,,
turds,30.56453013722425,,Plural
rehab,30.557582073996876,,
merse,30.554108042383184,,
omega,30.55063401076949,,
lacey,30.54715997915581,,
farce,30.543685947542123,,
facer,30.543685947542123,,
marge,30.533263852701054,,
sonic,30.533263852701054,,
gamer,30.533263852701054,,
icons,30.533263852701054,,Plural
scion,30.533263852701054,,
coins,30.533263852701054,,Plural
sedgy,30.52978982108737,,
dance,30.526315789473685,46601.0,
caned,30.526315789473685,,
acned,30.526315789473685,,
peaty,30.51241966301893,,
decks,30.51241966301893,,Plural
pions,30.501997568177867,,Plural
micas,30.501997568177867,,Plural
okays,30.495049504950497,,Plural
kayos,30.495049504950497,,Plural
paned,30.495049504950497,,
corps,30.49157547333681,19808.0,Plural
crops,30.49157547333681,,Plural
lured,30.484627410109432,,
tiger,30.484627410109432,26334.0,
ruled,30.484627410109432,,
trued,30.481153378495748,,
clams,30.48115337849574,,Plural
calms,30.48115337849574,,Plural
shoes,30.47073128365468,,Plural
hoses,30.47073128365468,,Plural
tabus,30.467257252040994,,Plural
tubas,30.467257252040994,,Plural
abuts,30.467257252040994,,Plural
quest,30.463783220427302,15593.0,
visor,30.46030918881361,,
raved,30.453361125586245,,
heres,30.45336112558624,,Plural
sheer,30.45336112558624,12854.0,
hives,30.45336112558624,,Plural
psalm,30.449887093972556,,
lamps,30.449887093972556,,Plural
plasm,30.449887093972556,,
palms,30.449887093972556,,Plural
stamp,30.446413062358868,12425.0,
tamps,30.446413062358868,,Plural
swain,30.442939030745176,,
hours,30.435990967517803,,Plural
nicer,30.432516935904115,,
craws,30.432516935904115,,Plural
clone,30.429042904290437,,
oncet,30.42556887267674,,
cento,30.42556887267674,,
lawns,30.42209484106305,,Plural
opine,30.41862080944937,,
wants,30.418620809449365,,Plural
coper,30.408198714608304,,
wraps,30.401250651380927,,Plural
warps,30.401250651380927,,Plural
ripen,30.401250651380927,,
split,30.401250651380927,26970.0,
spilt,30.401250651380927,,
camel,30.39777661976724,,
beaut,30.38388049331249,,
clash,30.3804064616988,,
vireo,30.37693243008512,,
chats,30.376932430085112,,Plural
apish,30.36998436685774,,
aphis,30.36998436685774,,Plural
ample,30.36651033524405,,
maple,30.36651033524405,,
lover,30.35608824040299,26282.0,
frays,30.356088240402983,,Plural
trove,30.352614208789305,,
overt,30.352614208789305,,
voter,30.352614208789305,89245.0,
plash,30.349140177175613,,
staph,30.34566614556193,,
paths,30.34566614556193,,Plural
sandy,30.338718082334548,,
orbed,30.32829598749349,,
robed,30.32829598749349,,
bored,30.32829598749349,,
marks,30.328295987493483,,Plural
pawer,30.317873892652425,,
coral,30.30397776619768,,
carol,30.30397776619768,,
issue,30.30397776619767,362137.0,
actor,30.300503734583984,58856.0,
kilos,30.300503734583984,,Plural
leach,30.2970297029703,,
intra,30.29355567135661,,
train,30.29355567135661,53865.0,
axons,30.293555671356607,,Plural
teach,30.293555671356607,169673.0,
cheat,30.293555671356607,21523.0,
tonal,30.29008163974292,,
talon,30.29008163974292,,
newsy,30.28660760812923,,
slues,30.283133576515542,,Plural
suets,30.279659544901858,,Plural
skirt,30.27965954490185,15648.0,
krone,30.276185513288173,,
polar,30.272711481674484,,
faery,30.272711481674484,,
aport,30.2692374500608,,
aleph,30.265763418447108,,
noisy,30.26228938683342,,
vases,30.251867291992355,,Plural
saves,30.251867291992355,,Plural
eaves,30.251867291992355,,Plural
maker,30.24491922876498,28989.0,
shako,30.24491922876498,,
dykes,30.241445197151293,,Plural
skyed,30.241445197151293,,
sonly,30.241445197151293,,
stony,30.23797116553761,,
shark,30.227549070696544,15207.0,
harks,30.227549070696544,,Plural
foams,30.22407503908285,,Plural
prosy,30.22060100746917,,
hypes,30.213652944241797,,Plural
taxis,30.21365294424179,,Plural
amyls,30.210178912628106,,Plural
mayst,30.206704881014417,,
farms,30.206704881014414,,Plural
gored,30.20323084940073,,
wefts,30.19975681778704,,Plural
liker,30.19975681778704,,
trike,30.19628278617336,,
cukes,30.192808754559664,,Plural
damns,30.189334722945976,,Plural
sebum,30.185860691332287,,
foils,30.178912628104914,,Plural
foist,30.17543859649123,,
grabs,30.171964564877538,,Plural
disco,30.171964564877538,,
garbs,30.171964564877538,,Plural
brags,30.171964564877538,,Plural
coyer,30.168490533263856,,
fated,30.168490533263853,,
pukes,30.16154247003648,,Plural
silty,30.16154247003648,,
styli,30.16154247003648,,
first,30.158068438422784,1101803.0,
rifts,30.158068438422784,,Plural
lofts,30.154594406809103,,Plural
scold,30.15112037519541,,
clods,30.15112037519541,,Plural
colds,30.15112037519541,,Plural
dipso,30.140698280354357,,
dints,30.14069828035435,,Plural
entry,30.137224248740665,37187.0,
oboes,30.126802153899604,,Plural
obese,30.126802153899604,,
mealy,30.1268021538996,,
frame,30.123328122285912,39817.0,
matey,30.123328122285912,,
drips,30.123328122285912,,Plural
meaty,30.123328122285912,,
plods,30.119854090672227,,Plural
exalt,30.10943199583116,,
vibes,30.10943199583116,,Plural
beers,30.10943199583116,,Plural
latex,30.10943199583116,,
amend,30.105957964217477,,
admen,30.105957964217477,,Plural
named,30.105957964217477,,
maned,30.105957964217477,,
hasty,30.105957964217477,,
corms,30.102483932603786,,Plural
barge,30.08858780614904,,
hands,30.088587806149032,,Plural
wadis,30.08163974292166,,Plural
weary,30.07816571130797,,
filer,30.07816571130797,,
rifle,30.07816571130797,19857.0,
lifer,30.07816571130797,,
flier,30.07816571130797,,
refit,30.074691679694286,,
foxes,30.074691679694283,,Plural
dicer,30.0712176480806,,
cider,30.0712176480806,,
riced,30.0712176480806,,
cried,30.0712176480806,,
romps,30.0712176480806,,Plural
proms,30.0712176480806,,Plural
dolce,30.067743616466917,,
hemps,30.06426958485322,,Plural
lined,30.060795553239537,,
basic,30.057321521625845,74208.0,
sworn,30.0434253951711,,
zesty,30.0434253951711,,
jails,30.04342539517109,,Plural
pried,30.03995136355741,,
pride,30.03995136355741,24923.0,
redip,30.03995136355741,,
loped,30.03647733194372,,
poled,30.03647733194372,,
whens,30.036477331943715,,Plural
depot,30.03300330033004,,
opted,30.03300330033004,,
toped,30.03300330033004,,
royal,30.03300330033004,27749.0,
jokes,30.022581205488965,,Plural
comer,30.019107173875284,,
unsay,30.01910717387528,,
adorn,30.012159110647907,,
radon,30.012159110647907,,
swarm,30.012159110647904,,
warms,30.012159110647904,,Plural
miner,30.012159110647904,,
lemon,30.008685079034223,19153.0,
melon,30.008685079034223,,
jerks,30.00521104742053,,Plural
monte,30.00521104742053,,
gesso,30.00173701580685,,
goose,30.00173701580685,,
dorks,29.99826298419316,,Plural
proem,29.987840889352093,,
moper,29.987840889352093,,
serge,29.9843668577384,,
gives,29.9843668577384,,Plural
weald,29.97741879451103,,
waled,29.97741879451103,,
swirl,29.966996699669966,,
wrist,29.963522668056275,16293.0,
writs,29.963522668056275,,Plural
owner,29.960048636442597,89612.0,
maths,29.9565746048289,,Plural
cable,29.953100573215217,34164.0,
laird,29.93573041514678,,
sulfa,29.93573041514677,,
tufas,29.93225638353309,,Plural
triad,29.93225638353309,,
mixes,29.932256383533083,,Plural
whoas,29.9287823519194,,Plural
chore,29.91836025707834,,
ocher,29.91836025707834,,
ochre,29.91836025707834,,
hilts,29.91141219385096,,Plural
hoper,29.88709397255516,,
molar,29.883619940941465,,
